Immune cells	Malignant cells	Others
ANKRD13B	0.00176	0.0398	0.0342
ANKRD13C	0.11812	0.2171	0.20185
ANKRD13D	0.11952	0.09698	0.08099
ANKRD16	0.02848	0.04894	0.03443
ANKRD17	0.15857	0.31799	0.24502
ANKRD18A	0.00144	0.00718	0.18791
ANKRD18B	0.00073	0.0059	0.00372
ANKRD18DP	0.00858	0.0057	3e-05
ANKRD19P	0.01214	0.05435	0.01712
ANKRD2	0	0.00804	0.00438
ANKRD20A11P	0.00676	0.01834	0.00363
ANKRD20A19P	0.00287	0.00384	0.00185
ANKRD20A2	0.00328	0.14106	0.00517
ANKRD20A4	0.00866	0.10893	0.00417
ANKRD20A5P	0.01304	0.03019	0.00832
ANKRD20A8P	0.0048	0.11248	0.01415
ANKRD20A9P	0.08724	0.1463	0.09339
ANKRD22	0.18534	0.00058	0.00015
ANKRD23	0.02314	0.04484	0.08696
ANKRD24	0.00047	0.00344	0.00311
ANKRD26	0.02518	0.06029	0.02767
ANKRD26P1	0.00025	0.00046	0
ANKRD26P3	0.00376	0.00032	6e-05
ANKRD27	0.07776	0.1086	0.10611
ANKRD28	0.03113	0.09173	0.14673
ANKRD29	0.0066	0.00551	0
ANKRD30A	0.00016	1e-04	0
ANKRD30B	5e-05	0.00041	0
ANKRD30BL	0.00146	0.01092	0.00166
ANKRD30BP2	0.01398	0.01954	0.01226
ANKRD30BP3	3e-05	0.00021	0
ANKRD31	0.00225	0.00293	0.00034
SLF1	0.06018	0.09462	0.04353
ANKRD33	0	0.00097	8e-05
ANKRD33B	0.0021	0.00612	5e-05
ANKRD34A	0.00449	0.01346	0.00825
ANKRD34B	0	0.00096	0
ANKRD35	0.01688	0.05951	0.00991
ANKRD36	0.24132	0.45475	0.46772
ANKRD36B	0.23608	0.39602	0.46471
ANKRD36BP1	0.90515	0.72194	1.27075
ANKRD36BP2	0.00717	0.01625	0.0128
ANKRD37	0.15751	0.08687	0.02533
ANKRD39	0.13203	0.26199	0.44409
ANKRD40	0.15415	0.26645	0.38549
ANKRD42	0.04161	0.05124	0.0053
ANKRD44	0.64855	0.24104	0.30644
ANKRD45	0.01469	0.0451	0.01555
ANKRD46	0.06118	0.31971	0.33299
ANKRD49	0.08576	0.10785	0.08622
ANKRD50	0.01558	0.10751	0.01493
ANKRD52	0.0612	0.20431	0.12812
ANKRD53	0.00014	0.01455	4e-05
ANKRD54	0.02859	0.19688	0.13979
ANKRD55	0.00953	0.00686	0.00022
ANKRD6	0.01384	0.07033	0.00475
ANKRD61	0.00217	0.01205	0.0058
ANKRD62P1-PARP4P3	0.00283	0.00189	0.01794
ANKRD65	0.02712	0.08354	0.5016
ANKRD7	0	0.02361	0.00063
ANKRD9	0.00943	0.00296	5e-05
ANKS1A	0.06432	0.04708	0.0234
ANKS1B	0.01246	0.16097	1.42399
ANKS3	0.03054	0.131	0.10203
ANKS4B	0.02479	0.03226	0.0246
ANKS6	0.0056	0.02772	0.02913
ANKUB1	0.00133	0.00597	0.00409
ANKZF1	0.15976	0.26085	0.14106
ANLN	0.01677	0.10604	1.86834
ANO1	0.00041	0.00231	0
ANO10	0.12342	0.18804	0.21612
ANO2	0	0.00386	0
ANO3	0.00155	0.01164	1e-04
ANO4	0	0.02747	0.38638
ANO5	0.00027	0.02474	0.00074
ANO6	0.18243	0.18673	0.01057
ANO7	0.00058	0.00258	0.01271
ANO8	0.0011	0.00699	0.00421
ANO9	0.0318	8e-05	0
ANP32A	0.14494	0.22419	0.13637
ANP32AP1	0.00178	0.00333	0.003
ANP32B	0.49172	0.60036	0.33565
ANP32C	0	0.009	0.00866
ANP32E	0.31848	0.64915	0.0981
ANPEP	0.09476	0.00259	0
ANTXR1	0.02377	0.29264	0.00034
ANTXR2	0.07814	0.08918	0.00833
ANXA1	1.32807	0.62015	0.00723
ANXA10	0.00012	0.00026	0.00032
ANXA11	0.36073	0.04024	0.00172
ANXA13	0	0.00054	0.0046
ANXA2	1.24599	0.8725	0.37345
ANXA2P1	0.0024	0.0194	0.03765
ANXA2P2	0.00485	0.00557	0.00211
ANXA2P3	0.00254	0.00407	0.00023
ANXA2R	0.05109	0.10657	0.00974
ANXA3	0.01043	0.00461	1e-04
ANXA4	0.33812	0.11351	0.23701
ANXA5	1.67708	1.68502	1.85641
ANXA6	0.14058	0.42691	0.03855
ANXA7	0.65412	0.40018	0.80271
ANXA8	0.00097	2e-04	0
ANXA9	0.0207	0.0052	0.03282
AOAH	0.90064	0.01401	0.00938
AOAH-IT1	0.01021	0.00055	0
AOC2	0.00142	0.00677	0.00167
AOC3	0.00269	0.00513	0.00106
AOX1	0.00127	0.01297	0.02244
AOX2P	0.00041	0.00043	0.00035
AP1AR	0.1142	0.16643	0.1576
AP1B1	0.90061	0.22911	0.21494
AP1B1P1	0.00225	4e-04	0
AP1G1	0.15023	0.26932	0.24731
AP1G2	0.26786	0.06956	0.06335
AP1M1	0.29703	0.62523	0.51797
AP1M2	0	0.00035	0.00028
AP1S1	0.03888	0.23722	0.15618
AP1S2	0.6044	0.76191	0.44243
AP1S3	0.07242	0.09651	0.06338
AP2A1	0.09922	0.19397	0.19118
AP2A2	0.09228	0.08103	0.03836
AP2B1	0.23586	0.70749	0.69483
AP2M1	0.85529	1.26607	0.98529
AP2S1	0.5986	0.6603	0.47904
AP3B1	0.25744	0.24001	0.33857
AP3B2	0.00024	0.10425	0.0466
AP3D1	0.11681	0.2379	0.16703
AP3M1	0.18145	0.32575	0.27384
AP3M2	0.04535	0.14154	0.14903
AP3S1	0.34665	0.53704	0.43405
AP3S2	0.09131	0.19976	0.23483
AP4B1	0.12219	0.18964	0.13684
AP4B1-AS1	0.0574	0.06945	0.05062
AP4E1	0.05072	0.06506	0.06579
AP4M1	0.06518	0.20082	0.06465
AP4S1	0.0735	0.11225	0.07709
AP5B1	0.0669	0.05574	0.02529
AP5M1	0.15971	0.27999	0.33286
AP5S1	0.06519	0.13445	0.11668
AP5Z1	0.10693	0.15889	0.13696
APAF1	0.14261	0.10275	0.10104
APBA1	0.04626	0.06169	0.1188
APBA2	0.0383	0.38405	0.48424
APBA3	0.05338	0.12345	0.09817
APBB1	0.06786	0.60171	1.84584
APBB1IP	0.56222	0.00021	0.00024
APBB2	0.00513	0.29835	0.36484
APBB3	0.19625	0.19084	0.15426
APC	0.06177	0.29728	0.20932
APC2	0.00135	0.0675	0.0588
APCDD1	0.00537	0.0525	0.06265
APCDD1L	0.00304	0.02904	0.00342
APCDD1L-DT	2e-05	0.02475	0.00171
APEH	0.23299	0.36353	0.16176
APEX1	0.70893	1.2174	0.59357
APEX2	0.12441	0.1034	0.12176
APH1A	0.25432	0.35949	0.2167
APH1B	0.12843	0.13374	0.1476
API5	0.3326	0.5264	0.5459
APIP	0.2885	0.35918	0.66331
CENPS	0.02272	0.10077	0.01545
CENPS-CORT	0.00223	0.02685	0.01403
APLF	0.00994	0.02017	0.01217
APLN	0.00093	0.01495	0.04055
APLNR	0.00306	0.00454	0.00031
APLP1	0.00671	0.19118	2.56679
APLP2	1.10463	1.0612	0.45655
APMAP	1.14674	0.86637	0.53701
APOA1	0.00065	0.00631	0.00641
NAXE	0.22747	0.76315	0.98502
APOA2	0.02239	0.00094	0
APOA5	0	0.00048	0.0072
APOB	3e-05	3e-04	7e-05
APOBEC2	0.01867	0.01838	0.02268
APOBEC3A	0.08262	0.05381	0.03539
APOBEC3B	0.02512	0.03224	0
APOBEC3C	0.53425	0.08887	0.00214
APOBEC3D	0.06738	0.04567	0.02698
APOBEC3F	0.07471	0.04605	0.01721
APOBEC3G	0.26561	0.029	0
APOBEC3H	0.05003	0.00054	0.00173
APOBEC4	0	0.01176	0.0116
APOBR	0.06699	0.00039	0
APOC1	1.52561	0.01635	0.01661
APOC1P1	0.0736	0.03669	0.02348
APOC2	1.08737	0.00856	0
APOC3	0	0.00058	0
APOC4	0.0254	0.0036	0.00026
APOC4-APOC2	0.019	0.00021	0
APOD	0.01216	0.47745	3.38041
APOE	1.97497	0.16309	0.02726
APOF	0.00284	0.00853	0.00237
APOH	0	0.00071	2e-04
APOL1	0.09297	0.07699	0.05106
APOL2	0.14323	0.20326	0.27771
APOL3	0.10142	0.01631	0.05341
APOL4	0.10968	0.21793	0.11859
APOL5	7e-05	0.00156	0
APOL6	0.11363	0.05452	0.0666
APOLD1	0.01551	0.05536	0.01115
APOM	0.01847	0.05277	0.03866
APOO	0.09129	0.4413	0.21769
APOOL	0.13336	0.27989	0.25574
APOPT1	0.15864	0.36844	0.23822
APP	0.12204	0.97512	1.868
APPBP2	0.05833	0.22238	0.33191
APPL1	0.16382	0.18281	0.1451
APPL2	0.29542	0.26517	0.23776
APRT	0.60603	0.4751	0.39776
APTX	0.10815	0.23513	0.18842
AQP1	0.00296	0.05147	0.00101
AQP10	0.00143	0.00028	0
AQP11	0.01973	0.06098	0.06313
AQP2	0.00032	0.00057	0
AQP3	0.0581	0.01337	0.00021
AQP4	0.00664	0.41045	0.00955
AQP4-AS1	0.02184	0.04926	0.02076
AQP5	0	0.00253	0
AQP6	0.04387	0.0624	0.04423
AQP7	0	0.00127	0
AQP7P1	0.00079	0.03254	6e-05
AQP8	0.00356	0.00334	0.00501
AQP9	0.11923	0.00084	0
LVRN	0.00144	0.00803	0
AQR	0.11765	0.17299	0.0845
AR	0.00075	0.02586	3e-05
ARAF	0.20527	0.2807	0.20675
ARAP1	0.49012	0.12001	0.18181
ARAP2	0.06517	0.09829	0.31162
ARAP3	0.00628	0.05909	0.00203
ARC	0.00369	0.39985	0.03859
ARCN1	0.28456	0.47681	0.52333
AREG	0.42133	8e-04	0
ARF1	1.46928	1.6712	1.58026
ARF3	0.18138	0.28107	0.23005
ARF4	0.67939	1.34106	0.72975
ARF5	0.63392	1.19066	0.61132
ARF6	0.32366	0.20007	0.13219
ARFGAP1	0.15768	0.35583	0.19058
ARFGAP2	0.26873	0.37317	0.41433
ARFGAP3	0.3372	0.48854	0.27791
ARFGEF1	0.08168	0.10353	0.04736
ARFGEF2	0.0616	0.06257	0.06866
ARFIP1	0.19413	0.24255	0.19238
ARFIP2	0.0972	0.23136	0.19425
ARFRP1	0.13329	0.22299	0.25675
ARG1	0.00347	0.00881	0.00303
ARG2	0.28747	0.1636	0.16899
ARGFX	0.03785	0.04526	0.03432
ARGFXP2	0.00557	0.00787	0.00123
ARGLU1	0.73112	1.09203	0.8093
ARHGAP1	0.19972	0.38359	0.74071
ARHGAP10	0.02031	0.02512	0.00024
ARHGAP11A	0.03429	0.09679	0.0123
AC091057.1	0.04266	0.0685	0.00619
ARHGAP12	0.20253	0.28597	0.18393
ARHGAP15	0.62847	0.01139	0.00571
ARHGAP17	0.10875	0.13597	0.19516
ARHGAP18	0.52651	0.05909	0.04022
ARHGAP19	0.04047	0.04688	0.03319
ARHGAP19-SLIT1	0.04273	0.05006	0.05947
ARHGAP20	0.03028	0.04808	0.00175
ARHGAP21	0.14244	0.25567	0.88602
ARHGAP22	0.13652	0.01685	0.23049
ARHGAP24	0.32995	0.02896	0.02629
ARHGAP25	0.29745	0.04241	0.00315
ARHGAP26	0.13139	0.03955	0.01691
ARHGAP26-AS1	0.0202	0.0018	0.00017
ARHGAP27	0.4263	0.01076	0.01554
ARHGAP28	1e-05	0.01203	0
ARHGAP29	0.00217	0.01833	0.00144
ARHGAP30	0.42732	0.02909	0.0297
ARHGAP31	0.09467	0.12311	0.00094
ARHGAP32	0.01766	0.12457	0.04032
ARHGAP33	0.03212	0.23147	0.22713
ARHGAP35	0.04454	0.17524	0.08034
ARHGAP36	0	0.00469	0
ARHGAP39	0.00125	0.01923	0.0261
ARHGAP4	0.63444	0.03141	0.00426
ARHGAP40	2e-05	0.00083	0
ARHGAP42	0.00077	0.06718	0.0022
ARHGAP44	0.00111	0.00287	0.00138
ARHGAP5	0.07974	0.23565	0.28857
ARHGAP5-AS1	0.0143	0.05376	0.03167
ARHGAP6	0.04116	0.01884	0
ARHGAP8	0.01838	0.00395	0
ARHGAP9	0.49233	0.00369	0.00026
ARHGDIA	0.17885	0.23109	0.27639
ARHGDIB	2.33994	0.01323	0
ARHGDIG	0	0.00697	0.02166
ARHGEF1	0.36514	0.19608	0.19965
ARHGEF10	0.00872	0.05468	0.11106
ARHGEF10L	0.11762	0.05945	0.00776
ARHGEF11	0.03751	0.05383	0.01689
ARHGEF12	0.0221	0.08306	0.03749
ARHGEF15	0.00228	0.00103	0
ARHGEF16	0	0.00693	0.01028
ARHGEF17	0.00423	0.04299	0.00148
ARHGEF18	0.0477	0.07177	0.10981
ARHGEF19	0.01915	0.01407	0
ARHGEF2	0.17322	0.34787	0.64986
ARHGEF25	0.00013	0.04679	0.00014
ARHGEF26	0.02299	0.27247	0.01184
ARHGEF26-AS1	0.33483	0.53786	0.42556
ARHGEF28	0.00024	0.01901	0.01993
ARHGEF3	0.16622	0.16679	0.05737
ARHGEF3-AS1	0	0.00156	0.00033
ARHGEF33	0.00138	0.00698	0.00436
ARHGEF35	0.00186	0.00356	0.00078
ARHGEF37	0.00757	0.02417	0.36404
ARHGEF38	3e-04	0.00281	0.00136
ARHGEF39	0.0448	0.05178	0.01399
ARHGEF4	0.00074	0.0502	0.05971
ARHGEF40	0.14167	0.1676	0.03813
ARHGEF5	0.00204	0.00127	3e-04
ARHGEF6	0.43303	0.26661	0.00913
ARHGEF7	0.2067	0.49424	0.48191
ARHGEF9	0.0372	0.21148	0.05069
ARID1A	0.11593	0.20139	0.15835
ARID1B	0.04677	0.10841	0.08695
ARID2	0.1375	0.27053	0.13483
ARID3A	0.01361	0.00524	0.00029
ARID3B	0.09785	0.05678	0.0101
ARID3C	0	0.00053	0
ARID4A	0.17748	0.17863	0.19076
ARID4B	0.25666	0.3771	0.42141
ARID5A	0.51679	0.23969	0.11018
ARID5B	0.29459	0.26251	0.31924
ARIH1	0.13219	0.14499	0.0852
ARIH2	0.27946	0.47692	0.34205
ARIH2OS	0.05929	0.09639	0.07899
ARL1	0.24779	0.44286	0.44743
ARL10	0.00488	0.04114	0.00685
ARL11	0.15701	0.01599	0.01351
ARL13A	0.0027	0.00152	0.00014
ARL13B	0.0522	0.11466	0.1134
ARL14EP	0.12835	0.25036	0.1842
ARL15	0.10594	0.16901	0.04768
ARL16	0.23697	0.41631	0.27121
ARL17A	0.18772	0.37172	0.28881
ARL17B	0.09413	0.15615	0.11737
ARL2	0.28876	0.44514	1.35695
ARL2BP	0.25448	0.87576	0.32834
ARL3	0.06898	0.22102	0.09177
ARL4A	0.25117	0.6406	0.13386
ARL4C	0.25745	0.22438	0.01303
ARL4D	0.01851	0.22754	0.03931
ARL5A	0.46776	0.2828	0.09754
ARL5B	0.13145	0.12482	0.05495
ARL5C	0.01258	0.00074	0
ARL6	0.01547	0.08133	0.09846
ARL6IP1	1.27881	1.69783	1.18442
ARL6IP4	0.58004	0.53846	0.49751
ARL6IP5	1.219	0.80482	1.74314
ARL6IP6	0.19699	0.52369	0.18206
ARL8A	0.02378	0.07472	0.23903
ARL8B	0.52676	0.48404	0.70688
ARL9	8e-04	0.05229	0.00111
ARMC1	0.15077	0.3395	0.45012
ARMC10	0.07407	0.13254	0.14764
ARMC12	0.00833	0.0213	0
ARMC2	0.01463	0.03014	0.00608
ARMC3	7e-05	0.00449	0.00177
ARMC4	0.00161	0.0059	0
ARMC5	0.04844	0.10706	0.06277
ARMC6	0.07756	0.29618	0.16758
ARMC7	0.06253	0.08228	0.03066
ARMC8	0.2901	0.46676	0.35852
ARMC9	0.02845	0.14163	0.02852
ARMCX1	0.08816	0.41051	0.18926
ARMCX2	0.14589	0.35523	0.16099
ARMCX3	0.25689	0.57433	0.37821
ARMCX4	0.02153	0.14305	0.03369
ARMCX5	0.06868	0.1671	0.13043
ARMCX6	0.31955	0.36335	0.16063
ARMS2	0.00339	0.00123	0
ARNT	0.23273	0.18373	0.16118
ARNT2	0.00245	0.27038	0.26151
ARNTL	0.10875	0.15707	0.01543
ARNTL2	0.01087	0.03162	0.00885
ARPC1A	0.36469	1.19308	0.97947
ARPC1B	1.58425	0.17414	0.01773
ARPC2	1.94142	1.20038	0.6585
ARPC3	2.1981	1.27489	1.28882
ARPC4	1.07174	0.82505	0.70727
ARPC4-TTLL3	0.04652	0.04195	0.01527
ARPC5	1.28195	0.87102	1.68767
ARPC5L	0.20665	0.32568	0.13981
ARPP19	0.45355	0.76891	1.0255
ARPP21	0.00099	0.0952	0.05992
ARR3	0.00297	0.00277	0
ARRB1	0.07116	0.0293	0.15131
ARRB2	0.35145	0.05759	0.039
ARRDC1	0.32121	0.08988	0.05979
ARRDC2	0.24212	0.02177	0.74346
ARRDC3	0.5242	0.67437	0.40708
ARRDC4	0.02794	0.06326	0.00374
ARRDC5	0.04179	0.00047	0.00014
ARSA	0.1974	0.12569	0.2429
ARSB	0.12524	0.0761	0.0902
ARSD	0.0776	0.06887	0.01677
ARSE	0.00053	0.02474	0
ARSF	0.00106	0.01087	0.00012
ARSG	0.06029	0.04307	0.0101
ARSI	0	0.00462	0.00094
ARSJ	0.00308	0.09898	0
ARSK	0.04374	0.08192	0.04837
ART1	7e-05	7e-04	0
ART3	0.00022	0.04532	0.16393
ART4	0.00027	0.00268	0.00329
ART5	0	0.00169	0
ARTN	0	0.002	4e-04
ARV1	0.14591	0.3028	0.43381
ARVCF	0.00081	0.08349	0.00185
ARX	0	0.02767	0
AS3MT	0.04258	0.08889	0.03426
ASAH1	1.76142	0.69818	0.84089
ASAH2	0.00154	0.00849	0.00118
ASAH2B	0.01454	0.08166	0.00807
ASAP1	0.08875	0.28811	0.1265
ASAP2	0.00121	0.11062	0.05712
ASAP3	0.00063	0.06491	0.00988
ASB1	0.03292	0.07074	0.02572
ASB10	0.00069	0.00043	0
ASB11	0.02219	0.02705	0.01797
ASB12	0	0.00125	0.00158
ASB13	0.05389	0.08669	0.08584
ASB14	0.00892	0.01643	0.00688
ASB15	0.01237	0.00915	0.00295
ASB16	0.01587	0.02276	0.01815
ASB16-AS1	0.12716	0.18932	0.11113
ASB18	0	0.00173	0
ASB2	0.0302	0.00311	0
GPR75-ASB3	0.09114	0.3497	0.10805
ASB4	0.00411	0.00838	0.0418
ASB5	0.00122	0.00974	0
ASB6	0.08965	0.22235	0.13605
ASB7	0.05382	0.09436	0.09406
ASB8	0.1916	0.37419	0.31053
ASB9	0.01215	0.00213	0
ASB9P1	0.00669	0.01633	0.01056
ASCC1	0.14818	0.233	0.36666
ASCC2	0.2657	0.26002	0.2803
ASCC3	0.13174	0.1812	0.1192
ASCL1	0.00238	0.44937	0.01055
ASCL2	0.00186	0.00018	0
ASCL3	0	0.00107	0
ASF1A	0.148	0.34013	0.26395
ASF1B	0.053	0.12508	0.01183
ASGR1	0.03542	0.03819	0
ASGR2	0.04831	3e-04	0
ASH1L	0.14022	0.24133	0.18748
ASH1L-AS1	0.03472	0.05872	0.01902
ASH2L	0.16949	0.28988	0.23319
ASIC1	0.00159	0.10356	0.08872
ASIC2	0	0.00444	0
ASIC3	0.00951	0.02407	0.01482
ASIC4	0.00177	0.29268	0.00433
ASIP	0.0068	0.01526	0.00778
ASL	0.20001	0.17001	0.18123
ASMT	0.0048	0.0048	0.00503
ASMTL	0.12822	0.21917	0.29558
ASMTL-AS1	0.04793	0.04566	0.02583
ASNA1	0.26202	0.59081	0.4335
ASNS	0.02995	0.34788	0.15641
ASNSD1	0.10783	0.41413	0.24638
ASPA	7e-05	0.02379	0.95189
ASPDH	0	0.01507	0.06856
ASPG	0.00016	0.00055	0
ASPH	0.2947	0.51876	0.24975
ASPHD1	0.00099	0.04397	0.18617
ASPHD2	0.01056	0.03276	0.0283
ASPM	0.00925	0.07991	0.00121
ASPN	0.01621	0.01931	0.00437
ASPRV1	0.00672	0.03089	0.08309
ASPSCR1	0.07545	0.12661	0.10809
ASRGL1	0.05396	0.34163	0.44406
ASS1	0.007	0.05738	0.00453
ASTE1	0.05495	0.10592	0.09018
ASTL	0.01244	0.00045	0
ASTN1	0.00547	0.32975	0.08262
ASTN2	0.77445	1.16411	0.94731
INTS13	0.08421	0.18223	0.2914
ASXL1	0.07118	0.13339	0.1142
ASXL2	0.10228	0.08453	0.05825
ASXL3	6e-05	0.05304	0.02215
ASZ1	0.00379	0.00392	0.0052
ATAD1	0.30057	0.41429	0.40986
ATAD2	0.04013	0.13431	0.00627
ATAD2B	0.0903	0.12777	0.0578
ATAD3A	0.0282	0.08624	0.02722
ATAD3B	0.02985	0.07421	0.02486
ATAD3C	0.02068	0.03094	0.04944
ATAD5	0.03794	0.12263	0.03525
ATAT1	0.04569	0.65287	0.38189
ATCAY	0.06845	0.40787	0.05772
ATE1	0.09138	0.14055	0.24269
ATF1	0.11031	0.10789	0.04904
ATF2	0.21502	0.37071	0.24166
ATF3	0.87923	0.43436	0.35771
ATF4	1.15865	1.34358	1.34398
ATF5	0.05907	0.04598	0.01642
ATF6	0.28933	0.2129	0.17432
ATF6B	0.28054	0.37631	0.28267
ATF7	0.19713	0.34885	0.4833
ATF7IP	0.36222	0.68662	0.32409
ATF7IP2	0.0455	0.00607	0.01351
ATG10	0.06962	0.09865	0.07577
ATG12	0.23397	0.45689	0.34858
ATG13	0.15688	0.27663	0.57237
ATG14	0.09329	0.11586	0.10126
ATG16L1	0.07525	0.12681	0.08357
ATG16L2	0.24432	0.03868	0.02107
ATG2A	0.05337	0.0533	0.06332
ATG2B	0.0474	0.09268	0.1141
ATG3	0.76293	0.70785	1.40449
ATG4A	0.06418	0.06977	0.03375
ATG4B	0.24113	0.35155	0.27349
ATG4C	0.17064	0.13611	0.61885
ATG4D	0.01371	0.04637	0.02074
ATG5	0.2028	0.23086	0.14017
ATG7	0.18645	0.12271	0.08091
ATG9A	0.11525	0.29001	0.43377
ATG9B	0.00207	0.02403	0
PGGHG	0.11283	0.03484	0.00029
ATIC	0.23304	0.47343	0.51288
ATL1	0.01425	0.21378	0.57513
ATL2	0.10986	0.16217	0.01417
ATL3	0.11864	0.09839	0.10506
ATM	0.23316	0.08972	0.13025
ATMIN	0.02651	0.08672	0.11861
ATN1	0.01887	0.13726	0.0685
ATOH1	0.00017	0.00086	0
ATOH7	0	0.00671	0
ATOH8	0.01688	0.01537	0.01428
ATOX1	0.23834	0.44936	0.89429
ATP10A	0.00586	0.00604	0.00121
ATP10B	0.00019	0.04137	0.18553
ATP10D	0.08235	0.05704	0.01903
ATP11A	0.11856	0.11412	0.35275
ATP11B	0.05691	0.0658	0.07397
ATP11C	0.0459	0.0484	0.02225
ATP13A1	0.10852	0.17383	0.10632
ATP13A2	0.03757	0.07362	0.07147
ATP13A3	0.12707	0.09561	0.04195
ATP13A4	0.00318	0.25676	0.01914
ATP13A5	0.00069	0.01613	0.00047
ATP1A1	0.45561	0.39037	0.49072
ATP1A1-AS1	0.04582	0.05972	0.12692
ATP1A2	0.01589	0.45656	0.0109
ATP1A3	0.00851	0.19548	0.00033
ATP1A4	0.00286	0.00504	0
ATP1B1	0.21514	0.40994	2.00819
ATP1B2	0.01612	0.47742	0.02188
ATP1B3	1.37837	0.97274	0.63042
ATP1B4	0.01857	0.02456	0.01542
ATP2A1	0.00125	0.00728	0.00084
ATP2A2	0.09777	0.20039	0.10981
ATP2A3	0.04631	0.00187	0
ATP2B1	0.27918	0.28003	0.11904
ATP2B2	0.00147	0.04805	0
ATP2B3	0.00082	0.00424	2e-04
ATP2B4	0.12405	0.28543	0.09779
ATP2C1	0.35842	0.28336	0.35285
ATP2C2	0.00271	0.01121	0.0056
ATP4A	3e-05	0.00025	0
ATP4B	0.00059	0.00166	0
ATP5F1A	1.20391	1.90164	1.06545
ATP5F1B	1.4056	2.19729	1.74326
ATP5F1C	0.97788	1.21716	1.0692
ATP5F1D	0.47822	0.89666	0.63104
ATP5F1E	1.21733	1.19023	1.08825
ATP5F1EP2	0.09372	0.08938	0.07939
ATP5PB	0.78274	1.11621	1.04208
ATP5MC1	0.35317	0.79508	0.73125
ATP5MC2	1.26545	1.48333	1.41724
ATP5MC3	0.52042	0.8118	0.70183
ATP5PD	0.66892	0.89413	0.79483
ATP5ME	0.36197	0.68255	0.9598
ATP5PF	0.60153	1.06268	0.93979
ATP5MF	0.42227	0.81855	0.32319
ATP5MF-PTCD1	0.00806	0.02563	0.0051
ATP5MG	0.68485	0.72903	0.70566
ATP5MGL	0.01084	0.01655	0.01498
ATP5PO	0.81221	1.36422	1.01207
ATP5S	0.11137	0.22276	0.1844
DMAC2	0.15695	0.34811	0.24263
ATP6AP1	1.0576	0.90109	1.05444
ATP6AP1L	0.00855	0.03233	0.01999
ATP6AP2	1.55377	1.42967	1.27538
ATP6V0A1	0.3119	0.49532	0.77185
ATP6V0A2	0.03775	0.09286	0.06705
ATP6V0A4	0	0.00578	0.00077
ATP6V0B	1.49337	1.30869	2.02573
ATP6V0C	0.35316	0.34835	0.44266
ATP6V0D1	0.78106	0.61962	0.90138
ATP6V0D2	0.01102	0.01269	0.01127
ATP6V0E1	1.51165	0.97159	1.06124
ATP6V0E2	0.13573	1.1068	0.76297
ATP6V0E2-AS1	0.00505	0.03434	0.01001
ATP6V1A	0.27847	0.36136	0.22898
ATP6V1B1	4e-05	0.02645	0.00085
ATP6V1B2	1.10628	0.5886	0.57519
ATP6V1C1	0.24381	0.19895	0.15205
ATP6V1C2	0.00601	0.01296	0.01528
ATP6V1D	0.26419	0.44773	0.56432
ATP6V1E1	0.5731	0.58577	1.48963
ATP6V1E2	0.00514	0.00972	0.01087
ATP6V1F	1.08728	1.15539	0.86805
ATP6V1G1	0.82354	1.07241	0.62667
ATP6V1G2	0.00796	0.19923	0.23996
ATP6V1G2-DDX39B	0.0019	0.01043	0.01621
ATP6V1H	0.2917	0.41584	0.46288
ATP7A	0.08268	0.05514	0.05419
ATP7B	0.00235	0.02336	0.0023
ATP8A1	0.03253	0.06102	0.50352
ATP8A2	6e-05	0.00713	0.01064
ATP8B1	0.01746	0.01617	0.00891
ATP8B2	0.02416	0.04638	0.01787
ATP8B3	0.01103	0.00119	0
ATP8B4	0.26978	0.00032	0.00066
ATP8B5P	0.00127	0.0044	7e-04
ATP9A	0.00158	0.14206	0.33171
ATP9B	0.12105	0.17808	0.1132
ATPAF1	0.03769	0.07912	0.04701
ATPAF2	0.21391	0.1963	0.16331
ATP5IF1	0.55878	0.75412	0.71721
ATR	0.0841	0.10297	0.07558
ATRAID	0.73099	1.01346	0.74173
ATRIP	0.01234	0.03128	0.01079
ATRN	0.07239	0.14101	0.0989
ATRNL1	0.00264	0.0738	0.011
ATRX	0.27454	0.44464	0.24587
ATXN1	0.06635	0.07696	0.08679
ATXN10	0.3856	0.95658	0.67631
ATXN1L	0.06388	0.10175	0.11975
ATXN2	0.10099	0.2852	0.3007
ATXN2L	0.10374	0.21789	0.15371
ATXN3	0.02401	0.01976	0.02217
ATXN3L	0	0.00467	0
ATXN7	0.07585	0.05748	0.0279
ATXN7L1	0.06327	0.07214	0.02655
ATXN7L2	0.01325	0.11616	0.02529
ATXN7L3	0.04861	0.05515	0.04047
ATXN7L3B	0.20712	0.67087	0.55602
ATXN8OS	5e-04	0.00029	0
AUH	0.06598	0.1078	0.18591
AUNIP	0.01347	0.04298	0.0122
AUP1	0.86456	0.92069	0.77368
AURKA	0.07079	0.0934	0.00563
AURKAIP1	0.2829	0.60154	0.4486
AURKAP1	0.01533	0.03051	0
AURKB	0.02456	0.11392	0
AURKC	0.0184	0.02886	0.02286
AUTS2	0.01931	0.11176	0.03968
AVEN	0.00385	0.01268	0.03429
AVIL	0.01838	0.07023	0.00777
AVL9	0.1198	0.30445	0.14375
AVPI1	0.19496	0.03345	0.15605
AVPR1A	0.0039	0.00479	0.00244
AVPR2	0.00437	0.00126	9e-04
AWAT1	4e-05	0.00271	0.00104
AXDND1	0.00055	0.00227	0.00041
